/main$originNo,/main$no,/main$id,/main$changeYn,/main$name,/main$shoulder,/main$status,/main$editor,/main$create_time,/main$update_time,/hashtag,/entry_importance,/parts/part_id,/parts/means/tb_mean$excel_seq,/parts/means/origin_mean,/parts/means/mean_id,/parts/means/custom_field_1618478617845,/parts/means/custom_field_1618478675337,/parts/means/custom_field_1618478759648,/parts/means/custom_field_1618478959744,/parts/means/custom_field_1620198226283,/parts/means/custom_field_1620279904326,/parts/means/custom_field_1621872155340,/parts/means/custom_field_1621872185644,/parts/means/custom_field_1621872201495,/parts/means/custom_field_1621872208963,/parts/means/custom_field_1621872225913,/parts/means/custom_field_1624357879139,/parts/means/custom_field_1624357909352,/relateds/related_id,/relateds/related_type,/relateds/related_content,/relateds/related_entry_id,/custom_field_1628325084000,/custom_field_1619505925728,/learningMores/learning_info_title,/learningMores/learning_info_body_json,/learningMores/learning_info_id,/images/img_path,/images/img_title,/images/img_source
10,5,0ee17810c8284fc78c1c14dd232f4f75,0,얼음,0,집필중,팡민,2021-05-20 14:50:57,2023-05-02 16:46:29,,일반,,1,?,,"1) ""이제 그들이 나를 바라보면서 웃는다. 또한 그들은 웃으면서 나를 증오하기까지 한다. 그들의 웃음 속에는 얼음이 들어 있다.""","1) 민음사『차라투스트라는 이렇게 말했다』1부 - 차라투스트라의 머리말 - 5, p.24.",?,,,,,,,,,,,,,,,,,,,,,,
11,6,1174569eba114ca08c1bb203c680efef,0,심연,0,집필완료,팡민,2021-05-10 01:54:32,2023-06-13 22:13:27,개념어,★★★★★,f053076c279347b3b50a69a4be0762ca,1,"좀처럼 빠져나오기 힘들지만, 건너가기 위해서는 반드시 거쳐야 하는 것. 위대한 높이를 위한 끝없는 깊이, 도약을 위해 감수하는 위험. 위대함에 필연적으로 수반되는 위험이 [차라투스트라]나 니체의 다른 저서에서도 '심연'으로 표현된다. 가장 위대한 긍정인 '디오니소스적 긍정'을 행하는 '위버멘쉬'를 향한 여정에는 필연적으로 수반되는 가장 큰 위험은 허무주의다. 

위버멘쉬가 되기 위해, 자기 자신만의 가치를 창조하기 위해 나아가는 길에서 마주하게 되는 가장 큰 위험은 허무주의다. 밧줄 아래의 심연으로 추락하는 것은 절대적 무의미로의 퇴락을 말한다.

니체는 모든 것을 무의미한 것으로 간주하는 허무주의자나 자신이 모든 것을 알고 있다고 생각하고 전부 별 볼 일 없는 것으로 만들어버리는 냉소주의자가 되지 말도록 경계해야 한다고 말했다.

한편 밧줄 아래의 심연은 자기극복에 수반되는 위험을 의미하므로, 허무주의 외에 자기경멸, 그리고 기존의 가치를 따르는 자기 자신을 해체하는 것 또한 포함된다. 이러한 자기극복은 사회적인 위험성도 갖고 있다. 기존의 가치가 절대적인 것으로 여겨져도 그것이 삶을 부정하는 가치라면 파괴해야 하기 때문에, 그것을 파괴할 때 기존의 가치를 따르는 자들에 의해 처벌당할 위험도 있다.

니체는 인간이 '디오니스적 긍정'의 주체인 '위버멘쉬'는 '영원회귀'라는 '심연의 사상'을 이해하고 이를 최고의 축복으로 받아들일 수 있는 사람이라고 보았다. 영원회귀 사유는 힘에의 의지가 병약한 사람에게는 극단적 허무주의로 받아들여지기 때문에 심연적 위험을 가지나, 힘에의 의지가 강한 사람에게는 최고의 축복이기 때문이다.",ac2bc184c8404ab699bd111a8d2a90b5,"""인간은 짐승과 초인 사이에 놓인 밧줄이다. 심연 위에 걸쳐진 밧줄이다."" 

 - 민음사『차라투스트라는 이렇게 말했다』1부 - 차라투스트라의 머리말 - 4, p.19.",,"이진우, 『인생에 한번은 차라투스트라』, 휴머니스트출판그룹, 2020",,,"“냉소주의는 저속한 영혼이 성실(Redlichkeit; 정직, 솔직)한 그 무엇에 스쳐가는 유일한 형식이다”(JGB, 53)

니체는 냉소주의자의 영혼이 저속하지만 정직하다고 말한다. 냉소주의자의 정직은 그가 자신의 동물적 본성을 부인하지 않고 제대로 인식하고 인정한다는 것을 의미한다. 그러나 냉소주의자는 자신의 동물성에 안주하는 저속한 영혼일 뿐,  자유정신을 가지고 정신적인 힘에의 의지와 세계 극복을 향한 의지를 갖는 자는 아니다. 

모든 가치를 작게 만들어버리면서 자신도 작게 만들어버리고, 단 한번의 도약으로 저편에 닿으려는 피로한 힘에의 의지를 가진 냉소주의자는 [차라투스트라]에서 '말종 인간'에 해당하며, 이들은 '벼룩'이라는 은유로 표현된다. ","
나 차라투스트라, 삶의 대변자, 고뇌의 대변자, 둥근 고리의 대변자인 내가 그대를 부르는 것이다. 그대 나의 가장 깊은 심연의 사상을 부르는 것이다!

기쁘도다! 그대가 오고 있고, 나는 그대의 목소리를 듣는다! 나의 심연이 말을 하고, 나는 나의 궁극의 깊이를 빛 속으로 드러냈다!

- 3부 치유되는 자 -
","
""즉 어떻게 이제껏 긍정되어왔던 모든 것에 대해 전대미문의 부정의 말을 하고 부정하는 행동을 하는 그가, 그럼에도 불구하고 부정하는 정신의 반대일 수 있느냐는 것이다 ; 어떻게 가장 무거운 운명을, 숙명적인 과제를 짊어지고 있는 그가, 그럼에도 불구하고 가장 가볍고도 가장 피안적일 수 있는가 하는 것이다 – 차라투스트라는 춤추는 자이다 - ;실재에 대해 가장 가혹하고도 가장 무서운 통찰을 하는 그가, “가장 심연적인 사유”를 생각하는 그가, 그럼에도 불구하고 어떻게 그 사유에서 삶에 대한 반박을 목격하지 않고, 삶의 영원한 회귀에 대한 반박조차 목격하지 않으며 – 오히려 모든 것에 대한 영원한 긍정 자체일 수 있는 근거를 하나 더 갖게 되는가 하는 것이다. 즉 “웅대하며 한없는 긍정과 아멘을 말할” 근거를 …… “모든 심연 속으로 나는 내 축복하는 긍정의 말을 가져간다” ……

그런데 이것은 또다시 디오니소스란 개념이다.""

- 니체, 『이 사람을 보라』, 백승영, 책세상, 2002, ‘차라투스트라는 이렇게 말했다’ – 6, p.431.
","
그들은 나름대로 자랑스러운 것을 가지고 있다. 그들은 자기들이 자랑스러워하는 것을 무엇이라고 부르는가? 그들은 그것을 교양이라고 부른다.

[...]

보라! 나는 그대들에게 말종 인간을 보여 주련다.

“사랑은 무엇인가? 창조는 무엇인가? 동경은 무엇인가? 별은 무엇인가?” 말종 인간은 이렇게 물으며 눈을 깜박인다.

그러자 대지는 작아지고, 만물을 왜소하게 만드는 말종 인간들이 대지 위에서 깡충거리며 뛰어다닌다. 이 종족은 벼룩과 같아서 근절되지 않는다. 말종 인간이 가장 오래 사는 것이다.

“우리는 행복을 찾아냈다.” 말종 인간들은 이렇게 말하며 눈을 깜박인다.

- 1부 차라투스트라의 머리말 -'
",,,,,4c0d6a5168ef49ac946d84d3bd0823af,,영원회귀,ab1dcb03fe5c43d691d95b2c3aa787e2,,,,,,,,
12,,,,,,,,,,,,,,,,,,네이버 국어사전,,,,,,,,,,,b58d4e173fe64a26ad010e137961dff4,,중력의 악령,,,,,,,,,
13,,,,,,,,,,,,,,,,,,"박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020,",,,,,,,,,,,7cac014ae9694d03bf438cb267906a1d,,밧줄,64e4d420d1cf462c89e872445bbf8bc7,,,,,,,,
14,,,,,,,,,,,,,,,,,,이방연 니체에서 사티로스와 디오니소스,,,,,,,,,,,,,,,,,,,,,,
15,7,14a7ccdc05f746408daaba7d26d75254,0,탐구할 수도 없는 것의 뱃속,0,집필완료,팡민,2021-05-12 23:15:45,2023-05-29 23:00:09,비유,★★★,f053076c279347b3b50a69a4be0762ca,1,"신, 종교. 이를 존중한다는 것은 현실에 존재하지도 않는 피안의 세계를 기대하는 것이다.",2a17f8686c414939ae4cf0b44b62dd29,"""이제 가장 무서운 것은 이 대지에 불경을 저지르고, 탐구할 수도 없는 것의 뱃속을 대지의 뜻보다 더 높이 존중하는 것이다!"" 

- 민음사『차라투스트라는 이렇게 말했다』1부 - 차라투스트라의 머리말 - 3, p.16.",,"이진우, 『차라투스트라는 이렇게 말했다』, 휴머니스트출판그룹, 2021.","이진우의 번역본은 '불가해한 존재의 내장을 대지의 의미보다 더 높이 존중하는 일이다!'라고 되어있다. 따라서 뱃속은 신, 종교로 이해해도 될 것 같다.","하늘나라, 대지",,,,,,,,,,,,,,,,,,,,
16,8,14af7a5c1fc34ddb94b1d2fcd64d532f,0,신,0,집필완료,팡민,2021-05-16 22:11:38,2023-05-11 16:32:20,개념어,★★★★★,,1,"인간의 삶에 의미와 척도를 부여하는 가치. 결국 중요한 건 삶의 의미와 척도를 부여하는, 절대적 기준으로 작용하는 가치가 '생성소멸하는 이 세계의 모순을 긍정하는 가치인가'이다. 생성은 모순과 갈등, 억압, 불평등으로 가득 차 있다. 결국 '신'으로 작용하는 그 가치가 생성을 긍정하는 가치인가에 따라 신의 살해여부가 결정된다. 그래서 인간은 신을 개같이 살해해버렸다 !

인간이 죽인/죽여야 하는 신은 현실에서의 삶과 세계 전체를 긍정하게 하는 대신 피안이나 미래의 이상적인 세상을 약속하는 가치다. 인간이 죽인 신은 지금까지 인간의 삶에 의미와 척도를 부여했던 가치체계. 전통적인 형이상학, 이원론적인 종교로 볼 수 있다. 

(백승영-﹥) 철학적으로는 이원론적 형이상학과 전통적 자명성이 ‘신’이었던 가치에 해당하고, 종교적으로는 그리스도교, 도덕적으로는 그리스도교적 도덕이 이에 해당한다. 
...

그러나 과거의 신을 죽인 자리에 삶을 부정하는 또다른 추상적 실체를 세워 현재와 미래의 이원론을 만드는 가치 또한 인간이 죽여야 하는 신이다. 근대 계몽주의는 미래의 이상 사회를 위해 현재를 희생시키고, 과학과 기술을 통해 현재 세계의 모순과 불평등, 억압을 제거하여 극복하고자 한다. 니체는 이러한 근대 계몽주의가 ‘모순의 부정과 그것을 통한 해소’라는 점에서 플라톤의 이데아 이후 기독교적 피안에서의 구원, 헤겔로 이어져내려오는 변증법적 해소의 계승에 지나지 않는다고 보았다. 


 신의 자리를 대체한 새로운 추상적 실체에는 전통 형이상학적 이원론뿐만 아니라 근대 이후 계몽주의, 마르크스주의에서의 유토피아, 나치의 게르만족 사회, 그리고 오늘날 자본주의의 물신숭배도 포함된다. 사상사적으로는 플라톤(이데아), 기독교(천국), 칸트(도덕적인 정언명법), 헤겔(절대정신), 포이어바흐(유적인 존재로서의 인간), 마르크스(공산주의 유토피아) 등이 있다. 플라톤은 이데아의 세계를 주장하며 이원론의 시발점이 되었고, 기독교는 현생을 부정하며 천국에서 구원을 찾는다. 그리고 니체는 칸트 또한 플라톤의 이데아나 기독교적 신의 말씀이 도덕적인 정언명법이나 양심의 소리로 변형시킨 것일 뿐이라고 보았다. 헤겔의 절대정신, 포이어바흐의 유적인 존재로서의 인간, 마르크스의 프롤레타리아라는 개념도 결국 모두 이데아나 기독교적 신이라는 절대적인 자리에 추상적인 실체를 대신 끼워넣은 것이다. 

이렇게 이데아나 신의 자리에 인류, 민중, 민족과 같은 추상적 실체들을 세움으로써 모순이 사라진 이상사회를 내세우고 현재를 미래의 이상사회에 희생시키는 가치들은 현재 삶에서의 모순을 긍정하게 하지 못한다는 점에서 니체는 비판했다. 


‘인간 자신이 신이 되기 위해’…
-﹥ 인간이 스스로 자신의 가치를 창조하고 자기 자신에게 부여하며 스스로에게 부여한 가치를 따르는 자가 되어야 한다는 의미에서 가치의 창조자인 ‘신’이 되어야 한다. -﹥ 즉 스스로에게 선과 악을 부여하고 스스로의 의지로 자신만의 율법을 내걸며 그에 의해 자기 자신을 스스로 통제하는 개인이..

‘그대는 자신에게 선과 악을 부여하고 그대의 의지를 그대의 머리 위로 율법처럼 내걸 수 있는가? 그대 자신이 그대의 율법의 재판관이 되고 복수자가 될 수 있는가?
자기 자신의 율법의 재판관이자 응징자가 되어 홀로 있는 것은 무시무시한 일이다. 그렇게 하나의 별이 황량한 공간 속으로, 그리고 얼음같이 차가운 고독의 숨결 속으로 던져지는 것이다.’ (1부 – 창조하는 자의 길에 대하여)


",ec70ed6844ec4d3bbff66bb92560652b,"""모든 신은 죽었다. 이제 우리는 초인이 등장하기를 바란다.""",,"박찬국, 『들뢰즈의 『니체와 철학』읽기』, 세창미디어, 2020,",,,"니체, [즐거운 지식], 권영숙 옮김(청하, 1989), 125절

﹤ […] 우리가 신을 죽였다! 너희들과 내가 말이다. 우리 모두가 그의 살해자이다! 하지만 우리가 어떻게 그렇게 엄청난 일을 했을까? 우리가 어떻게 바다를 다 마셔 버렸을까? 누가 우리에게 지평선 전체를 닦아 없애도록 해면을 주었는가? 이 지구를 태양의 사슬로부터 풀어 놓았을 때 우리는 무슨 일을 저질렀는가? 지구는 이제 어디로 움직이고 있는가? 우리는 어디로 가고 있는가? 모든 태양으로부터 멀어져 가고 있는 것은 아닌가? 계속 추락하고 있는 것은 아닌가? 뒤로, 옆으로, 앞으로, 모든 방향으로 말이다. 아직도 위와 아래가 존재하는가? 우리는 무한한 무를 통과하는 것처럼 방황하고 있는 것은 아닌가? 텅 빈 공간의 숨결이 우리를 감싸고 있는 것은 아닌가? 더 추워지지 않았는가? 더욱 더 칠흑 같은 밤이 계속되지 않을까? 신을 파묻은 자들의 소란에 대해서 우리는 아직도 아무 것도 듣지 못하고 있는가? 우리는 아직도 신의 사체가 부패해 가는 냄새를 전혀 맡지 못하고 있는가? 신들도 사멸한다! 신은 죽었다! 신은 죽어 있다! 그리고 신을 죽인 자는 바로 우리다! 살해자들 중의 살해자인 우리가 어떻게 자신을 위로할 것인가? 세계가 이제까지 소유한 가장 성스럽고 가장 강력한 것이 우리의 칼 밑에서 피를 흘리며 죽어 있다. [……] ﹥

-﹥ 신이 죽은 이유는 인간이 신을 죽였기 때문이다 – 더 이상 신을 믿지 않기로 결단 – 지금까지 인간의 삶에 의미와 척도를 부여했던 가치를 거부하는 것

(같은 절)

﹤ 이러한 행위의 위대함은 우리가 감내하기에는 너무 지나친 위대함이 아닐까? 그러한 행위를 할 자격이 있는 것처럼 보이기 위해서 만이라도 우리 자신이 신이 되어야 하는 것은 아닐까? 이보다 더 위대한 행위는 없었다. 그리고 우리 뒤에 탄생하는 자는 누구든지 이 행위 덕택으로 지금까지 있었던 어떤 역사보다 더 고귀한 역사에 속할 것이다! ﹥

-﹥ 고귀한 역사 – 인간 자신이 신이 되는 역사를 위해서는 신의 살해가 불가피한 사건이다. (여기서 인간이 신이 되는 것이 기존의 추상적 실체에 인간적 가치를 투사하는 것을 의미하는 것은 아니다 – ‘그리스도교적 피안’이나 ‘이데아’ 대신 ‘절대정신’, ‘보편적 인류’, ‘공산주의 사회’, ‘인류의 보편적인 본질’이나 물신이 그 자리를 대신하게 된다면 그 가치는 여전히 인간의 삶을 억압하는 이원론을 벗어나지 못하는 것). 인간은 이제 더 이상 신에 의지하지 않고 삶의 의미와 척도를 자기 스스로 부여하는 자가 되어야 하는 것이다. 그러한 자가 위버멘쉬다. 그리고 위버멘쉬에게 삶의 궁극적인 기준은 ‘건강한 삶’이다.
","
이렇게

시인의 동경은,

천 개의 가면을 쓴 그대의 동경은

독수리와 같고, 표범과 같다.

그대 어릿광대여! 그대 시인이여!

 

이러한 그대는 인간을

신으로도 양으로도 보았다.

인간 내면에 있는 신을

인간 내면에 있는 양과 마찬가지로 찢어 버리는 것,

그리고 찢어 버리면서 웃는 것.

 

이것, 바로 이것이야말로 그대의 더없는 행복이다!

표범이요, 독수리인 자의 커다란 행복이다!

시인이요, 어릿광대인 자의 커다란 행복이다!”

- 4부 - 슬픔의 노래 -
",,,"유고 1888년 5월~6월 - 5. ( [17 = Mp XVII 4. MP XVI 4a. W II 9a. 1988년 5월~6월] )

""- 그런데 얼마나 많은 신이 아직도 가능한지! ...... 종교적 본능, 말하자면 신을 형성하는 본능이 그사이 다시 활동을 원하는 내 안에서는 말이다 : 신적인 것은 내게서 매번 어찌나 다르고 어찌나 다양하게 계시되는지!
[...] 
심지어 가벼운 발은 '신' 개념에 속할 것이다. 신은 언제나 모든 이성적인 자와 우직한 자의 피안에서 스스로를 유지한다는 것에 대해 설명할 필요가 있는가? 또한 선과 악의 피안에서 유지한다는 것도?
[...]
차라투스트라는 '나는 오로지 춤출 줄 아는 신만을 믿을 것이다'라고 말할 정도로 자기 자신에 대해 확신하고 있다..

다시 한번 말하자면 : 얼마나 많은 신들이 아직도 가능한지! - 차라투스트라 자신은 물론 늙은 유신론자에 불과하다. 그를 제대로 이해하라! 비록 차라투스트라가 ~일 것이다라고 말하지만 : 차라투스트라는 변하지 않는다......""


-﹥ '신'과 같은 모든 가치와 규범은 인간이 자신의 힘을 고양하고 강화하기 위해 정립한 것이라고 니체는 보았다. 가치와 규범은 이데아 세계에 미리 존재하거나 신이 내린 규율, 혹은 우리의 양심에 이미 존재하는 것(칸트)도 아니며 오직 인간이 자신의 힘을 고양하기 위해 만든 것이다. 그래서 그것이 더 이상 인간의 힘을 고양시키고 강화시키는 데 도움이 되지 않으면 얼마든지 폐기처분할 수 있다고 보았다. ",,,"안티 크리스트 18 - 그리스도교적 신 비판 종합 - 변자, 거미, 정신 - 삶에 대한 반박, 무에의 의지의 신성화",,,힘에의 의지,616f4172c51d4a1a990506b6a3894ce6,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,"///

﹤﹥
아니 이거 말고 

신 - 신이 부여하는 가치가 생성소멸하는 세계에서의 모순을 긍정하는가 아니면 모순의 부정과 해소냐가 문제가 되는 것이다 .... 


﹤힘에의 의지, 자유정신, 영원회귀, 디오니소스적 긍정의 주체 간 관계﹥ ﹤br /﹥﹤br /﹥ 위버멘쉬는 자기 자신을 힘에의 의지의 의지작용이 일어나는 장소로서 이해한다. 힘에의 의지는 언제나 더 큰 힘을 추구하고 표시하려는 만족할 줄 모르는 의지이기 때문에, 힘에의 의지로서 존재하는 위버멘쉬는 언제나 자기 자신을 극복하고 넘어서려는 자로서 살아간다.  ﹤br /﹥﹤br /﹥ 또한 힘에의 의지는 언제나 다른 힘에의 의지와의 힘싸움 관계에서 존재하며, 힘싸움의 결과로 ‘저항하는 명령-복종’ 관계가 성립된다. 항상 더 큰 힘을 추구하기 때문에 이러한 관계는 언제든지 뒤바뀌는 ‘저항하는’ 관계인 것이고, 이러한 관계에서 승리한 힘에의 의지는 그 경험상황에서 가치를 설정하고 의미를 부여하며 명령을 내린다.  ﹤br /﹥﹤br /﹥ 즉 위버멘쉬는 힘싸움에서 투쟁하고 승리하여 명령하는 힘에의 의지로서, 각 경험상황에 자신이 직접 의미와 가치를 부여하고, 명령을 내리며 책임을 지려는 의지를 가진 존재다. 그 결과 위버멘쉬에게 각 경험상황들은 전적으로 의미있고 충만한 것이 되고, 그것들의 영원한 반복을 바랄 만한 것들이 된다. 즉 위버멘쉬만이 영원회귀를 긍정할 수 있는 자인 것이다.  ﹤br /﹥﹤br /﹥ 왜 영원회귀의 긍정이 곧 인간과 세계, 존재하는 모든 것을 긍정하는 디오니소스적 긍정의 주체인가? 그것은 승리하는 힘에의 의지가 되기 위한 힘싸움은 ‘싸움’이라는 점에서 본질적으로 힘에의 의지들의 복수성을 전제로 하기 때문이다. 즉, 영원히 돌아와도 좋은 ‘순간’은 그 순간까지의 수많은 선택, 그 선택과 함께해온 이 세계의 모든 것과 연결되어 마주한 순간인 것이다. 이는 4부 ﹤밤 산책자의 노래﹥ 10에 드러난다.",,,위버멘쉬(초인),f0d1244d59b045739b4b9983ca200268,,,,,,,,
18,9,1d5952d12ee0434683c3f562fa70e1d0,0,가난한 자들,0,집필완료,팡민,2021-05-06 18:09:40,2023-05-02 16:46:29,비유,★★,,1,전통적인 가치는 부정하지만 새로운 가치를 창조하지 못해 공허한 삶을 사는 자들. 이들의 넉넉함은 이들이 새로운 가치를 창조하기 위한 가능성으로 충만함을 의미한다.,,"""나는 베풀어 주고 나누어 주려 한다. 인간들 가운데서 현명한 자들이 다시 그들의 어리석음을 기뻐하고, 가난한 자들이 다시 그들의 넉넉함을 기뻐할 때까지."" - 민음사『차라투스트라는 이렇게 말했다』1부 - 차라투스트라의 머리말 - 1, p.12.",,"박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020",,인간들 가운데서 현명한 자들,,,,,,,,,,,,,,,,,,,,
19,10,1d7b4d08f5dc4b39af0efd5a3c173b07,0,시장,0,집필완료,팡민,2021-05-10 03:10:31,2023-05-14 20:33:38,비유,★★★★,f053076c279347b3b50a69a4be0762ca,1,"기존의 도덕체계와 세속적인 가치가 지배하는 공간. 파리떼로도 묘사되는 군중(대중)의 공간인데, 군중의 특성이 무리본능이기 때문에 자기자신과 관계함으로써 자기극복을 행하기 어렵다. 자기극복은 자기 자신과 관계함으로써만 이루어질 수 있기 때문에, 자신만의 가치를 창조하려는 자에게는 고독이 필요하다.",94ffd4af04cb4266b9056959ae6dd041,"
위대한 일은 모두 시장과 명성을 떠난 곳에서 일어난다. 옛날부터 새로운 가치의 창안자들은 시장과 명성을 떠난 곳에서 살아왔다.

달아나라, 벗이여, 그대의 고독 속으로. 그대는 독파리 떼에게 마구 쏘이고 있다. 달아나라, 사나운 바람이 거세게 불어오는 곳으로!

그대의 고독 속으로 달아나라! 그대는 왜소하고 가련한 자들과 너무 가까이에서 살아왔다. 그들의 눈에 보이지 않는 복수로부터 몸을 피하라! 그들은 오로지 그대에게 복수하기만을 노린다.

그들을 때려잡으려고 다시 손을 들어 올리는 일은 없도록 하라! 그들은 헤아릴 수 없이 많고, 파리채가 되는 것이 그대의 운명은 아니기 때문이다.

- 1부 시장의 파리 떼에 대하여 - ",,,,,,,,,,,,,8c7906a8a93d485a9dc1724700b6a3a9,,말종 인간,f05b1eb798bc4c1fa9c20ff2ff1c6323,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8312d85df94649f2a295305800ed63ee,,도시,40f5ea241ec84d0d945bbb4a49358df1,,,,,,,,
21,11,208ca03fac4246fc80360c2c28187c19,0,덕,1,집필완료,팡민,2021-05-13 00:10:21,2023-05-11 16:34:10,비유,★★★,f053076c279347b3b50a69a4be0762ca,1,"삶을 억압하는 기존의 도덕체계. 
정념, 욕망, 충동 등 자연스러운 감정들을 악으로 배척하며 삶을 억압한다.",d229a073a8044273bb3c33ce8447d52d,""" 그대들이 이렇게 말하는 순간이다. ""나에게 덕이란 무엇인가! 나의 덕은 지금껏 나를 열광케 한 적이 없다. 나는 나의 선과 나의 악 사이에서 얼마나 시달렸던가! 그 모든 것은 빈곤함과 더러움과 가련하기 그지없는 안일함일 뿐이다!"" "" 

- 민음사『차라투스트라는 이렇게 말했다』1부 - 차라투스트라의 머리말 - 3, p.17.",,"이진우, 『인생에 한번은 차라투스트라』, 휴머니스트출판그룹, 2020",,,,,,,,,,,cb837c4faff149939f94eaa0aaa53fd8,,말종 인간,f05b1eb798bc4c1fa9c20ff2ff1c6323,,,,,,,,
22,12,2259450e76f147ec83187b343d30b0b5,0,잔,0,집필완료,팡민,2021-04-29 15:46:44,2023-05-29 22:43:07,비유,★★★★,f053076c279347b3b50a69a4be0762ca,1,"차라투스트라. 잔이 채워졌다는 것은 그가 깨달음으로 가득 채워졌다는 것이다. 잔을 비워야 채울 수 있는 것처럼, 차라투스트라 또한 자신의 깨달음을 전파하며 자신을 비워야 한다. 여기서 비움과 채움이 통합된다는 점에서 니체의 일원론적 특성을 볼 수 있다.",09b55a3e360e44d4982cb448de8d4518,"""그러니 나를 축복해 다오, 그대 고요한 눈이여! 크나큰 행복조차 질투심 없이 바라볼 수 있는 그대여! 넘쳐흐르고자 하는 이 잔을 축복하라! 황금빛 물이 흘러나오고 그대의 환희를 온 누리로 되비추어 줄 이 잔을! 보라! 이 잔은 다시 비워지기를 바란다. 차라투스트라는 다시 인간이 되고자 한다.""

- 민음사『차라투스트라는 이렇게 말했다』1부 - 차라투스트라의 머리말 - 1, p.12.",,"최상욱, 『차라투스트라는 이렇게 말했다 메타포로 읽기』, 서광사, 2015.",,,,,,,,,,,c4d667ef0cb44ef590c08998b682a5d7,,태양,3c12fda0320b439490fdca69693422cf,,,,,,,,
23,13,227b5cf981084301972ec0ea7d62601a,0,창조하는 자,0,집필완료,팡민,2021-06-25 18:56:02,2023-05-29 22:57:20,비유,★★★,f053076c279347b3b50a69a4be0762ca,1,"삶을 부정하는 기존의 가치를 파괴하고 새로운 가치를 창조하는 자.

기존의 도덕이 제시하는 덕목들은 이웃사랑과 연민이지만
창조하는 자의 도덕은 개인의 자기극복을 위한 싸움과 투쟁,
이런 목표로 개인을 추동하는 이기심,
그리고 각자 이러한 목표를 이룰 수 있도록 
서로를 채찍질하는 우정이다.",e3656726dd6e4a0986af0787e6fe97e0,"""보라, 저 착하고 의로운 자들을! 그들은 누구를 가장 미워하는가? 그들이 존중하는 가치들을 적어 놓은 서판을 부수는 자, 그 파괴자와 범죄자들을 가장 미워한다. 사실은 그가 바로 창조하는 자인데도 말이다.""

- 민음사『차라투스트라는 이렇게 말했다』1부 - 차라투스트라의 머리말 - 9, p.31",,"백승영, 『 철학 텍스트들의 내용 분석에 의거한 디지털 지식 자원 구축을 위한 기초적 연구 - 니체 『차라투스트라는 이렇게 말했다』』, 서울대학교 철학사상연구소, 2003",,,"니체는 이웃사랑이 자기 자신을 사랑하지 못하는 자들이 이웃에게 도망치는 것이라고 봤다. 이웃 사랑의 이면에는 자신의 삶의 의미를 타자와의 관계에서 찾고 타자에게 의존하려는 병약함이 있다고 본 것이다. 이웃사랑은 도움을 주는 자의 독자적 실존의 의지를 약화시킬 뿐만 아니라 그 도움을 받는 자의 자기극복에 대한 의지도 약화시킨다고 보았다. 

그래서 니체는 이웃사랑 대신 초인에 대한 사랑을 제시하며, 인간에 대한 진정한 사랑은 개인의 자기극복 의지를 강화시켜 초인적 삶을 살도록 하는 것이라고 보았다.",,,,,,,,,,,,,,,,,,,
24,14,24d047a6f0994e649578de3937ec635e,0,군중,0,집필완료,팡민,2021-05-10 03:12:02,2023-05-02 17:14:43,비유,★★★,,1,"새로운 가치를 창조하지 못하고 돈, 권력, 명예 등 세속적인 가치를 추구는 자들. 이들은 그저 기존의 가치나 국가가 일방적으로 제시하는 가치를 따르며 현실에 안주하고자 한다. 이들이 추구하는 최고의 가치는 몸과 마음의 평안이다. 

군중의 특성은 '무리본능'이고, 이 때문에 군중은 자기 자신과 관계하지 못한다. 반면 위버멘쉬적 인간이 되기 위해서는 자기 자신과 자유롭게 관계하는 '자유정신'이 필요하다.",ce21b07f5fc54794b1eb52c061cca21e,"""차라투스트라는 말을 마치고 나서 다시 묵묵히 군중을 바라보며 생각했다. 저들은 그저 서서 웃기만 하는구나. 나의 말을 이해하지도 못하면서. 나는 그들의 귀에 맞는 입이 아니다."" 

- 민음사『차라투스트라는 이렇게 말했다』1부 - 차라투스트라의 머리말 - 5, p.21.",,"박찬국, 『차라투스트라, 그에게 삶의 의미를 묻다』, 세창출판사, 2020,",,,,,,,,,,,,,도시,40f5ea241ec84d0d945bbb4a49358df1,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,자유정신,872b883322bb4a9db79d9f8bfa8ce1bc,,,,,,,,
